11621,"It appears that the arm build failing with a core dump is a false positive.  Testing the latest arm build from master on a raspberry pi 2, it does not core dump, so I am removing that check from the arm tests.",Internals,1,False,en
11597,"Backports https://github.com/electron/electron/pull/11589 to 1.8.x.

Refs https://github.com/electron/libchromiumcontent/pull/431.",Internals,10,True,en
11589,"Refs https://github.com/electron/libchromiumcontent/pull/430.
Close https://github.com/electron/electron/issues/11429.",Internals,8,False,en
11584,"# Summary
- Using HTTPS if available
- Replaced offline URLs
- Replace `electron.atom.io` >> `electronjs.org`
- Fix paths
- Removed double spaces
-----

# ~~WIP~~
I can't get an equivalent reference in:
- https://github.com/TiagoDanin-Forks/electron/blame/df26e51f3decf90d24cccea6ab1f8af19949c707/docs/development/upgrading-node.md#L55
- https://github.com/TiagoDanin-Forks/electron/blame/df26e51f3decf90d24cccea6ab1f8af19949c707/docs/api/app.md#L1080
- https://github.com/TiagoDanin-Forks/electron/blame/df26e51f3decf90d24cccea6ab1f8af19949c707/docs/tutorial/accessibility.md#L9
- https://github.com/TiagoDanin-Forks/electron/blame/df26e51f3decf90d24cccea6ab1f8af19949c707/docs/tutorial/accessibility.md#L33

Suggestions?",Externals,89,False,en
11574,"Pulls in:
- https://github.com/electron/libchromiumcontent/pull/421
- https://github.com/electron/libchromiumcontent/pull/387
- https://github.com/electron/libchromiumcontent/pull/415
- https://github.com/electron/libchromiumcontent/pull/408",Externals,12,False,en
11557,"Fixes issue #11556 

Uses 0-padding and a set width 8 characters of ensure that RGBA hexadecimal colors string representations are unambiguous.

e.g. (A: 00, R: 0, G: 0, B: 255) is now unambiguously printed as `0000FF00`, not `FF00`.

Replaces janky string substring and concatenation based ARGB -> RGBA shifting logic with bitwise operations to fix several bugs.

The previous code resulted in colors with low-alpha or R-channel values being printed incorrectly. For example, previously

(A: 0, R: 0, G: 160, B: 0) (ARGB: 0x0000A000) would be rendered as RGBA `00A0` which is not correct. Meanwhile, (A: 0, R: 0, G: 0, B: 0) would not render at all in RGBA leading to an exception. Please review the previous code's use of string operations to understand why.
  ",Externals,43,True,en
11547,"This fixes a regression where draggable regions stopped working after chromium 61 upgrade, it is now frame based https://github.com/electron/electron/commit/9b29aa897b501386696c8c076c0150cc28f73f27

For more history on the transition https://bugs.chromium.org/p/chromium/issues/detail?id=304341

Also I am working on the remaining ipc transitions as a part of chromium 63 upgrade https://github.com/electron/electron/pull/11459/commits/35c918dc85f029de1fc8f4098eab216ed8bcc6fd",Externals,65,True,en
11546,"Close https://github.com/electron/electron/issues/9441.

This PR also removes the `closed` event of `Menu`, since the `callback` parameter already covers its use case and the `closed` event is not requested by any user. ",Internals,4,True,en
11545,"TO DO:

- [x] Wait to the next year (100% done, depends on timezone)
- [ ] Merge!

:octocat:",Externals,3,True,en
11538,Issue related [electronjs.org/issues/983](https://github.com/electron/electronjs.org/issues/983),Externals,6,False,en
11532,"Migrating MenuItem roles to be in camelCase while keeping backward lowercase compatibility.

Closes #10372
CC: @zeke",Externals,5,True,en
11527,"This ports https://github.com/electron/electron/pull/11526 to master branch.

Note that the patch on Node is slightly different, I also patched the code in `src/node_http2.cc`.",Internals,6,True,en
11526,"Node.js added a few new C++ code in the crypto module, which passes some memory allocated with Node's allocator to blink, while blink then would try to free the memory with Chromium's allocator.

This is fixed by patching Node's code to use Chromium's allocator.

The patch on Node can be found at https://github.com/electron/node/commit/b6a9b918264d3e1df491cf0e2d32a1ed9686ec3f.

Close https://github.com/electron/electron/issues/11457.",Internals,28,True,en
11511,fixed typo,Externals,0,False,en
11510,"The default V8 platform of gin relies on Chromium's message loop, which has not been initialized when Node.js is loaded.

This PR should be able to fix the startup hang on Windows x64.

/cc @alexeykuzmin The commits are picked up from the Chrome62 branch and will cause conflicts.",Internals,5,True,en
11507,"🙅  do not merge 🙅 

/cc @alexeykuzmin 
  ",Internals,0,True,pl
11504,"Similar to this PR: https://github.com/electron/electron/pull/10355 , Pop!_OS suffers from the same problem. Using Ubuntu AppIndicator will not show the icon currently unless the XDG_CURRENT_DESKTOP variable is modified. This commit will add support for pop so that this workaround is not needed. 

Ref: https://github.com/pop-os/pop/issues/84",Externals,7,True,en
11499,"Backports https://github.com/electron/electron/pull/11385

Refs https://github.com/electron/electron/issues/11376

I skipped some of the tests from the original PR that would default to the sync menu in this branch.",Externals,10,True,en
11495,"The close callback passed to MenuRunner should only do cleanup job, e.g. erase the runner from map. While the ClosePopupAt API should only cancel the menu, and let the close callback do cleanup job. Merging the two jobs together would crash under edge cases.

This PR also fixes the problem that closing a popup menu without focused window does not work.

This should fix the Windows CI failure.",Internals,0,True,en
11493,Refs https://github.com/electron/libchromiumcontent/pull/420.,Internals,3,False,en
11489,"Backports https://github.com/electron/electron/pull/11238

Refs https://github.com/electron/electron/issues/11147",Externals,10,True,en
11487,"This PR adds testing for our arm, arm64 and ia32 linux builds on CircleCI.

For ia32, we can simply run the tests we run for x64 because a 32 bit executable can run in the 64 bit VM.

For arm and arm64, we need to use qemu to emulate those architectures.  We are doing so by building custom docker images on top of the [multiarch/debian-debootstrap](https://github.com/multiarch/debian-debootstrap) docker images.

At this point, we can only run the executable and verify that the version is correct.  The tests also check to make sure there isn't a core dump when running the executable.  Please note that right now the arm build in master does throw a core dump, so you will see that test failing. ",Internals,14,True,en
11482,"After figuring this out I found out this code change is already in master so this just needs to go to the 1-8-x branch 👍 

Fixes #11430",Externals,7,True,en
11481,"Noticed during failed compiles that the electron.d.ts getBlobData( ) return type `Blob` was not found.  A small oversight in documenting the API docs which are used to generate electron.d.ts.

To play around with this workflow, you can change the API documentation then `npm run create-typescript-definitions`
#",Externals,0,True,en
11476,"Cherry-pick of @catalin's https://github.com/electron/electron/commit/6af18895c31a5eb8aed4e2365b36fffaeb0aa328 for 1-8-x 

cc @alexeykuzmin ",Internals,23,True,en
11470,"Add a few sentences to the beginning of the node upgrade doc to make more clear how the initial branch is made. 

/cc @alexeykuzmin ",Internals,0,True,en
11467,"This improves the information around what Hazel is and what it's here for. Now that it supports private repositories, I also included that!

Furthermore, I made sure the dashes are all `—` (em dashes).

**BEFORE**

<img width=""859"" alt=""screen shot 2017-12-18 at 21 19 06"" src=""https://user-images.githubusercontent.com/6170607/34126236-30a5003c-e439-11e7-8090-7daa5626dfec.png"">

**AFTER**


<img width=""846"" alt=""screen shot 2017-12-18 at 21 18 43"" src=""https://user-images.githubusercontent.com/6170607/34126253-38ff31d0-e439-11e7-8ffa-c938a4ddfda1.png"">",Externals,102,True,en
11466,"`scripts/cpplint.py` currently runs on our entire codebase, which is perfect for CI but slow for a human who wants to check a few changes they just made pre-commit. This PR adds a command-line option to run only on changed files, making it faster to use during iterative development.

It also adds a 'verbose' mode to handle for the use case of having perfect files the first time through *cough* such that cpplint returns no output. With verbose mode, you know something did indeed get checked :)

These two new flags are for human use and don't affect CI.

Sample use from command line: `./scripts/cpplint.py -cv`",Internals,0,True,en
11465,"This PR tries to ensure that a Worker's event loop has no pending business before the loop is closed. It does this by
 1. calling `uv_stop()` on the loop
 2. walking the event loop to close() all active handles
 3. calling [`uv_loop_run(UV_RUN_DEFAULT)`](http://docs.libuv.org/en/v1.x/loop.html#c.uv_run) so that pending handles can be disposed of properly

This is related to #11243

In addition, since `uv_loop_new()` and `uv_loop_destroy()` are deprecated API, this patch replaces those with `uv_loop_init()` and `uv_loop_close()`",Internals,9,False,en
